Name,ethnolog_Size,ethnolog_Vitality,L1 speakers,L2 speakers,New wiki,Size of Wikipedia (Articles Column),language family,geographical location,geo location analysis,LDC,Is in Google,wiki pages,natural language processing,part of speech,grammar parsing| grammar parser,question answering,text classification,universal dependencies,ACL count,Is in XLMR,ELRA,Hugginface,kaggle,CC Size,Is in Facebook,Joshi Classes,mBERT,HF new
,https://www.ethnologue.com/size-and-vitality/mdd,,,,,https://en.wikipedia.org/wiki/List_of_Wikipedias#Details_table,,,,https://catalog.ldc.upenn.edu/search,https://translate.google.com/intl/en/about/languages/,,,,,,,https://universaldependencies.org/,,https://arxiv.org/pdf/1911.02116.pdf,https://lremap.elra.info/?q=english,https://huggingface.co/datasets,https://www.kaggle.com/datasets,https://commoncrawl.github.io/cc-crawl-statistics/plots/languages,"if the language is in 'Facebook' sheet, put 1, otherwise 0",,,
,size,vitality,,,,copy two columns in sheet  'wiki',,,,,0/1,,,,,,,,,,,,,copy numbers in last column,0/1,,,
Gvoko,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gwa,small,endangered,,,,,,,,,,,,,,,,,1,,,,,,,,,
Gwahatike,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gwak,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gwama,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gwamhi-Wuri,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gwandara,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gweda,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gweno,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gwere,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gwich’in,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gyaazi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gyalsumdo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gyele,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gyem,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Gyong,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ha,large,stable,,,,,,,,,,,,,,,,,1026,,,,,,,,,
Habun,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hadiyya,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hadza,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Haeke,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hahon,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haida,small,endangered,,,,,,,,,,,105,163,4,47,22,,2,,,,,,,0,,
Haigwai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haiphong Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haisla,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Haitian Creole,large,institutional,9.6 million,,"67,822","63,381",Creole,"Haiti,  Bahamas,Cuba,  Dominican Republic, United States",Caribbean,2,1,"77,154",342,326,7,52,38,,6,,,12,,0.0015,1,0,1,14
Haitian Vodoun Culture Language,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hai|ǁom,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haji,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hajong,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hakö,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Halang,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Halang Doan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Halbi,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Halia,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Halkomelem,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hakka,large,stable,47.8 million,,"9,441",18103,,,,1,,9422,,,,,,,,,,,,,,1,,
Hamap,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hamba,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hamer-Banna,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hamtai,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Han,small,endangered,,,,,,,,,,,,,,,,,270,,,,,,,,,
Hanga,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hanga Hundi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hangaza,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hani,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hano,small,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hanoi Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hanunoo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Harari,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Haroi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haroti,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Harsusi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Haruai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Haruku,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haryanvi,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Harzani,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hasha,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hassaniyya,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hatam,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hausa,large,institutional,60 million,30 million,"16,797","12,600",Afro-Asiatic,"Niger, Nigeria, Ghana",Western Africa,1,1,"22,512",779,960,11,123,96,,9,0.3,5,20,,0.002,1,2,,22
Hausa Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Havasupai-Walapai-Yavapai,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haveke,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Havu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hawaii Pidgin,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hawaii Sign Language,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hawaiian,small,institutional,"~24,000",,"2,455","2,393",Austronesian,United States,Northern America,,1,"5,397",,,,,,,2,,,,,0.0007,,1,,
Hawu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Haya,large,stable,,,,,,,,,,,2250,1210,27,476,467,,1,,,,,,,0,,
Hazaragi,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hdi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hebrew,large,institutional,5 million,,"318,816","304,309",Afro-Asiatic,"Israel,  Poland,  South Africa",Western Asia,2,1,"1,272,586",7560,8930,185,1600,1160,1,86,31.6,4,30,,0.2431,1,3,1,38
Hehe,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Heiban,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Heiltsuk,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Heiyoho,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Helong,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hema,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hemba,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Herdé,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Herero,mid,institutional,"211,700",,,0,Niger–Congo,"Namibia, Botswana, Angola",Southern Africa,,,176,,,,,,,0,,,1,,,,0,,1
Hermit,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hewa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hibito,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hidatsa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Higaonon,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hijuk,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hiligaynon,large,institutional,,,,,,,,,,,69,66,1,9,6,,2,,,1,,,,0,,
Hill Mari,mid,endangered,"30,000",,"10,426",18028,Uralic,Russia,Eastern Europe,,,10291,,,,,,,0,,,,,,,1,,
Himarimã,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hindi,large,institutional,322 million,270 million,"151,945","149,897",Indo-European,"India,  South Africa, United Arab Emirates",Southern Asia,20,1,"1,133,275",13400,8370,194,2980,2530,1,454,20.2,24,40,,0.134,1,4,1,48
Hindko,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hinduri,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hinukh,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hitu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hiw,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hixkaryána,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hlai,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hlersu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hmar,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hmong,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
Hmong Daw,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hmong Don,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hmong Dô,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hmong Njua,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hmwaveke,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ho,large,stable,,,,,,,,,,,31800,16000,409,8250,9420,,4595,,,,,,,0,,
Ho Chi Minh City Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ho-Chunk,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hoava,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hobyót,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hodï,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hohumono,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hoia Hoia,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Holikachuk,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Holiya,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Holma,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Holoholo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Holu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Homa,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Honduran Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hong Kong Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Honi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hopi,small,endangered,,,,,,,,,,,173,472,7,73,23,,2,,,,,,,0,,
Horo,small,extinct,,,,,,,,,,,,,,,,,1,,,,,,,,,
Horom,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Horpa,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hoti,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hovongan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hoyahoya,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hozo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hpon,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hrangkhol,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hre,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hruso,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hu,small,endangered,,,,,,,,,,,,,,,,,1429,,,,,,,,,
Huachipaeri,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Huarijío,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Huastec,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Huaulu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Huave,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Huichol,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Huilliche,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hukumina,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hulaulá,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Huli,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hulung,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Humene,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Humla,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hunde,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hung,small,endangered,,,,,,,,,,,,,,,,,92,,,,,,,,,
Hungana,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hungarian,large,institutional,13 million,,"507,878","493,059",Uralic,"Hungary, European Union,  Vojvodina,  Romania, Serbia, Croatia,  Slovakia,  Slovenia,  Austria,  Ukraine",Eastern Europe,3,1,"1,408,443",8800,6680,164,1780,1250,1,89,58.4,21,43,,0.5384,1,4,1,50
Hungarian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hungu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hunjara-Kaina Ke,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hunsrik,large,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hunzib,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hupa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Hupdë,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hupla,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hutterisch,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hwana,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hya,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hyam,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hyolmo,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hértevin,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Hõne,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
I-wak,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iaai,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iamalele,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iatmul,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iatê,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iau,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ibaas,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ibaloi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iban,large,institutional,,,,,,,,,,,551,342,5,116,98,,2,,,,,,,0,,
Ibanag,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ibani,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ibatan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ibibio,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ibino,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ibu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ibuoro,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Icelandic,mid,institutional,"314,000",,"54,560","53,293",Indo-European,"Iceland, Nordic Council",Northern Europe,1,1,"138,255","1,620","2,230",55,376,222,1,55,3.2,3,29,,0.0412,1,2,1,34
Icelandic Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iceve-Maci,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Idaté,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ida’an,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Idere,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Idesa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Idi,small,stable,,,,,,,,,,,,,,,,,104,,,,,,,,,
Idio,small,endangered,,,,,,,,,,,,,,,,,103,,,,,,,,,
Idoma,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Idu-Mishmi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iduna,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ifo,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ifugao,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ifè,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Igala,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Igana,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Igbo,large,institutional,42 million,,"8,318","2,374",Niger–Congo,"Nigeria, Equatorial Guinea
Cameroon",Western Africa,1,1,"7,360",435,575,1,71,47,,7,,-,21,,0.0006,1,1,,22
Igede,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ignaciano,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Igo,small,stable,,,,,,,,,,,,,,,,,3,,,,,,,,,
Iguta,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Igwe,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iha,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iha Based Pidgin,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ihievbe,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ijo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ik,mid,stable,,,,,,,,,,,,,,,,,3,,,,,,,0,,
Ika,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ikaranggal,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikizu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iko,small,stable,,,,,,,,,,,,,,,,,2,,,,,,,,,
Ikobi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikoma-Nata-Isenye,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikpeng,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikpeshi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikposo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iku-Gora-Ankwa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikulu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikwere,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ikwo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ila,mid,stable,,,,,,,,,,,1180,1280,30,352,274,,1,,,,,,,0,,
Ile Ape,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ili Turki,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ili’uun,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ilocano,large,institutional,8.1 million,2 million,"15,358","15,349",Austronesian,"La Union, Philippines",South-Eastern Asia,,,"69,830",94,119,1,7,9,,1,,,,,,,1,,
Ilue,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Imbongu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Imonda,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Imroing,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inabaknon,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inagta Alabat,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inapang,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Indian Sign Language,large,stable,,,,,,,,,,,,,,,,,7,,,,,,,,,
Indo-Portuguese,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Indonesian,large,institutional,43 million,156 million,"624,731","599,250",Austronesian,"Indonesia,  ASEAN, East Timor,  United Nations",South-Eastern Asia,-,1,"3,009,892",7800,6910,60,1660,2460,1,70,148.3,8,40,,0.8609,1,3,1,50
Indonesian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Indri,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ineseño,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inga,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ingrian,small,endangered,,,,,,,,,,,,,,,,,1,,,,,,,,,
Ingush,mid,institutional,±500000,,"2,067","1,854",Northeast Caucasian,Russia,Eastern Europe,,,"9,378",34,118,3,9,5,,1,,,,,,,1,,
Inku,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Innu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inoke-Yate,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inonhan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inor,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inter-Zab Jewish Neo-Aramaic,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
International Sign,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Intha,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inuinnaqtun,small,institutional,,,,,,,,,,,,,,,,,1,,,,,,,,,
Inuit Sign Language,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Inuktitut,mid,institutional,"39,475",,593,572,Eskimo–Aleut,"Nunavut, Northwest Territories, Quebec (Nunavik)
Newfoundland and Labrador (Nunatsiavut)
Yukon",Northern America,,,"3,121",282,255,7,63,26,,22,,,4,,0.0002,1,1,,7
Inupiaq,small,endangered,"2,144",,414,399,Eskimo–Aleut,"Alaska, Northwest Territories (as Inuvialuktun, Uummarmiutun dialect)",Northern America,,,"2,468",12,17,0,3,1,,1,,,1,,0.0001,1,,,2
Inupiatun,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,1,,
Iowa-Oto,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ipiko,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ipili,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ipulo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iquitu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ir,small,stable,,,,,,,,,,,,,,,,,138,,,,,,,,,
Iranian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iranun,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iraqw,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Irarutu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iraya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Irish ,large,endangered,"170,000","1,761,420","56,903","55,679",Indo-European,"Republic of Ireland, European Union, Northern Ireland",Northern Europe,-,1,"92,103",6240,6450,88,1460,1210,1,39,0.5,3,26,,0.0059,1,2,1,30
Irish Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Irula,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Irántxe,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isabi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isanzu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isconahua,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isebe,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isekiri,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ishkashimi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Isinay,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isirawa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Islander English Creole,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isnag,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Isoko,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Israeli Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Istriot,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Isu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Italian,large,institutional,67 million,13.4 million,"1,762,526","1,738,484",Indo-European,"Italy,  San Marino, Switzerland,  Vatican City,  Croatia,  Slovenia
",Southern Europe,8,1,"7,230,332",33600,25600,631,7650,5450,1,319,30.2,66,60,,2.3867,1,4,1,75
Italian Sign Language,mid,stable,,,,,,,,,,,,,,,,,3,,,,,,,,,
Itawit,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Itelmen,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iten,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Itene,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Itik,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Itneg,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ito,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Itonama,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Itu Mbon Uzo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Itza’,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iu Mien,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Pennsylvania German,mid,stable,"147,000","350,000","1,930",5813,Indo-European,USA,Northern America,,,1926,,,,,,,,,,,,,,,,
Ivatan,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ivbie North-Okpela-Arhe,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iwaidja,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iwal,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Iwam,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ixcatec,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ixil,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Iyansi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
